,region,year,month,mean_monthly_temperature_deviation
1995,Кемеровская область - Кузбасс,2016,4,4.93
1996,Кемеровская область - Кузбасс,2016,5,0.34
1997,Кемеровская область - Кузбасс,2016,6,2.65
1998,Кемеровская область - Кузбасс,2016,7,1.52
1999,Кемеровская область - Кузбасс,2016,8,1.38
2000,Кемеровская область - Кузбасс,2016,9,3.93
2001,Кемеровская область - Кузбасс,2016,10,-5.18
2002,Кемеровская область - Кузбасс,2016,11,-5.78
2003,Кемеровская область - Кузбасс,2016,12,2.83
2004,Кемеровская область - Кузбасс,2017,1,3.42
2005,Кемеровская область - Кузбасс,2017,2,4.47
2006,Кемеровская область - Кузбасс,2017,3,5.5
2007,Кемеровская область - Кузбасс,2017,4,4.42
2008,Кемеровская область - Кузбасс,2017,5,2.77
2009,Кемеровская область - Кузбасс,2017,6,3.12
2010,Кемеровская область - Кузбасс,2017,7,-0.47
2011,Кемеровская область - Кузбасс,2017,8,0.99
2012,Кемеровская область - Кузбасс,2017,9,-3.0
2013,Кемеровская область - Кузбасс,2017,10,0.0
2014,Кемеровская область - Кузбасс,2017,11,1.52
2015,Кемеровская область - Кузбасс,2017,12,1.7
2016,Кемеровская область - Кузбасс,2018,1,-4.13
2017,Кемеровская область - Кузбасс,2018,2,1.46
2018,Кемеровская область - Кузбасс,2018,3,1.62
2019,Кемеровская область - Кузбасс,2018,4,1.67
2020,Кемеровская область - Кузбасс,2018,5,-3.82
2021,Кемеровская область - Кузбасс,2018,6,4.2
2022,Кемеровская область - Кузбасс,2018,7,-1.14
2023,Кемеровская область - Кузбасс,2018,8,1.5
2024,Кемеровская область - Кузбасс,2018,9,1.14
2025,Кемеровская область - Кузбасс,2018,10,5.25
2026,Кемеровская область - Кузбасс,2018,11,-2.22
2027,Кемеровская область - Кузбасс,2018,12,-5.63
2028,Кемеровская область - Кузбасс,2019,1,2.32
2029,Кемеровская область - Кузбасс,2019,2,0.63
2030,Кемеровская область - Кузбасс,2019,3,5.98
2031,Кемеровская область - Кузбасс,2019,4,2.32
2032,Кемеровская область - Кузбасс,2019,5,1.03
2033,Кемеровская область - Кузбасс,2019,6,-0.07
2034,Кемеровская область - Кузбасс,2019,7,-0.45
2035,Кемеровская область - Кузбасс,2019,8,3.02
2036,Кемеровская область - Кузбасс,2019,9,1.14
2037,Кемеровская область - Кузбасс,2019,10,3.49
2038,Кемеровская область - Кузбасс,2019,11,-3.47
2039,Кемеровская область - Кузбасс,2019,12,3.19
2040,Кировская область,2010,1,-4.13
2041,Кировская область,2010,2,-2.08
2042,Кировская область,2010,3,-0.43
2043,Кировская область,2010,4,4.56
2044,Кировская область,2010,5,5.79
2045,Кировская область,2010,6,1.94
2046,Кировская область,2010,7,6.41
2047,Кировская область,2010,8,4.25
2048,Кировская область,2010,9,1.68
2049,Кировская область,2010,10,1.42
2050,Кировская область,2010,11,3.28
2051,Кировская область,2010,12,-3.11
2052,Кировская область,2011,1,0.5
2053,Кировская область,2011,2,-4.72
2054,Кировская область,2011,3,-0.63
2055,Кировская область,2011,4,-0.14
2056,Кировская область,2011,5,2.64
2057,Кировская область,2011,6,0.66
2058,Кировская область,2011,7,3.35
2059,Кировская область,2011,8,1.6
2060,Кировская область,2011,9,1.01
2061,Кировская область,2011,10,2.62
2062,Кировская область,2011,11,-0.41
2063,Кировская область,2011,12,2.72
2064,Кировская область,2012,1,1.91
2065,Кировская область,2012,2,-3.03
2066,Кировская область,2012,3,-1.38
2067,Кировская область,2012,4,3.85
2068,Кировская область,2012,5,2.58
2069,Кировская область,2012,6,1.45
2070,Кировская область,2012,7,1.4
2071,Кировская область,2012,8,1.64
2072,Кировская область,2012,9,1.54
2073,Кировская область,2012,10,3.15
2074,Кировская область,2012,11,2.81
2075,Кировская область,2012,12,-4.82
2076,Кировская область,2013,1,-0.47
2077,Кировская область,2013,2,4.25
2078,Кировская область,2013,3,-4.63
2079,Кировская область,2013,4,0.72
2080,Кировская область,2013,5,2.09
2081,Кировская область,2013,6,3.83
