,region,year,month,mean_monthly_temperature_deviation
6547,Ростовская область,2015,8,2.94
6548,Ростовская область,2015,9,5.17
6549,Ростовская область,2015,10,-0.7
6550,Ростовская область,2015,11,2.33
6551,Ростовская область,2015,12,2.99
6552,Ростовская область,2016,1,0.41
6553,Ростовская область,2016,2,7.61
6554,Ростовская область,2016,3,4.11
6555,Ростовская область,2016,4,2.57
6556,Ростовская область,2016,5,-0.52
6557,Ростовская область,2016,6,1.28
6558,Ростовская область,2016,7,1.88
6559,Ростовская область,2016,8,4.53
6560,Ростовская область,2016,9,-0.95
6561,Ростовская область,2016,10,-1.54
6562,Ростовская область,2016,11,-0.58
6563,Ростовская область,2016,12,-2.49
6564,Ростовская область,2017,1,1.54
6565,Ростовская область,2017,2,1.48
6566,Ростовская область,2017,3,5.59
6567,Ростовская область,2017,4,-0.27
6568,Ростовская область,2017,5,-0.93
6569,Ростовская область,2017,6,0.22
6570,Ростовская область,2017,7,2.27
6571,Ростовская область,2017,8,4.46
6572,Ростовская область,2017,9,3.08
6573,Ростовская область,2017,10,0.32
6574,Ростовская область,2017,11,0.49
6575,Ростовская область,2017,12,4.35
6576,Ростовская область,2018,1,1.8
6577,Ростовская область,2018,2,1.08
6578,Ростовская область,2018,3,-1.32
6579,Ростовская область,2018,4,1.9
6580,Ростовская область,2018,5,3.48
6581,Ростовская область,2018,6,3.62
6582,Ростовская область,2018,7,2.75
6583,Ростовская область,2018,8,2.78
6584,Ростовская область,2018,9,3.04
6585,Ростовская область,2018,10,4.66
6586,Ростовская область,2018,11,-2.1
6587,Ростовская область,2018,12,-0.48
6588,Ростовская область,2019,1,2.92
6589,Ростовская область,2019,2,3.2
6590,Ростовская область,2019,3,4.08
6591,Ростовская область,2019,4,0.59
6592,Ростовская область,2019,5,2.12
6593,Ростовская область,2019,6,5.24
6594,Ростовская область,2019,7,0.3
6595,Ростовская область,2019,8,1.31
6596,Ростовская область,2019,9,0.29
6597,Ростовская область,2019,10,4.25
6598,Ростовская область,2019,11,1.53
6599,Ростовская область,2019,12,3.15
6600,Рязанская область,2010,1,-6.19
6601,Рязанская область,2010,2,-0.12
6602,Рязанская область,2010,3,0.77
6603,Рязанская область,2010,4,3.12
6604,Рязанская область,2010,5,4.02
6605,Рязанская область,2010,6,3.37
6606,Рязанская область,2010,7,8.61
6607,Рязанская область,2010,8,6.91
6608,Рязанская область,2010,9,2.22
6609,Рязанская область,2010,10,-0.15
6610,Рязанская область,2010,11,4.92
6611,Рязанская область,2010,12,-0.07
6612,Рязанская область,2011,1,-0.07
6613,Рязанская область,2011,2,-4.11
6614,Рязанская область,2011,3,-1.1
6615,Рязанская область,2011,4,-0.92
6616,Рязанская область,2011,5,2.06
6617,Рязанская область,2011,6,2.13
6618,Рязанская область,2011,7,5.25
6619,Рязанская область,2011,8,3.04
6620,Рязанская область,2011,9,0.24
6621,Рязанская область,2011,10,1.09
6622,Рязанская область,2011,11,-0.04
6623,Рязанская область,2011,12,3.94
6624,Рязанская область,2012,1,1.07
6625,Рязанская область,2012,2,-4.65
6626,Рязанская область,2012,3,-0.69
6627,Рязанская область,2012,4,2.75
6628,Рязанская область,2012,5,3.22
6629,Рязанская область,2012,6,0.77
6630,Рязанская область,2012,7,2.57
6631,Рязанская область,2012,8,1.77
6632,Рязанская область,2012,9,2.23
6633,Рязанская область,2012,10,3.22
6634,Рязанская область,2012,11,2.74
6635,Рязанская область,2012,12,-1.81
6636,Рязанская область,2013,1,0.63
6637,Рязанская область,2013,2,3.62
6638,Рязанская область,2013,3,-2.37
6639,Рязанская область,2013,4,1.22
6640,Рязанская область,2013,5,4.7
6641,Рязанская область,2013,6,3.49
6642,Рязанская область,2013,7,0.63
6643,Рязанская область,2013,8,2.25
6644,Рязанская область,2013,9,-2.06
6645,Рязанская область,2013,10,1.39
6646,Рязанская область,2013,11,5.3
6647,Рязанская область,2013,12,3.43
6648,Рязанская область,2014,1,-0.06
6649,Рязанская область,2014,2,4.17
6650,Рязанская область,2014,3,5.61
6651,Рязанская область,2014,4,1.96
6652,Рязанская область,2014,5,3.84
6653,Рязанская область,2014,6,-0.69
6654,Рязанская область,2014,7,2.73
6655,Рязанская область,2014,8,4.01
6656,Рязанская область,2014,9,2.44
6657,Рязанская область,2014,10,0.42
6658,Рязанская область,2014,11,-0.27
6659,Рязанская область,2014,12,1.61
6660,Рязанская область,2015,1,3.66
6661,Рязанская область,2015,2,4.8
6662,Рязанская область,2015,3,5.0
6663,Рязанская область,2015,4,0.28
6664,Рязанская область,2015,5,2.18
6665,Рязанская область,2015,6,1.49
6666,Рязанская область,2015,7,0.27
6667,Рязанская область,2015,8,1.18
6668,Рязанская область,2015,9,4.82
6669,Рязанская область,2015,10,-0.2
6670,Рязанская область,2015,11,2.01
6671,Рязанская область,2015,12,5.09
6672,Рязанская область,2016,1,-0.51
6673,Рязанская область,2016,2,6.58
6674,Рязанская область,2016,3,3.05
6675,Рязанская область,2016,4,3.0
6676,Рязанская область,2016,5,1.09
6677,Рязанская область,2016,6,0.75
6678,Рязанская область,2016,7,3.37
6679,Рязанская область,2016,8,3.82
6680,Рязанская область,2016,9,-1.54
6681,Рязанская область,2016,10,-0.48
6682,Рязанская область,2016,11,-1.03
6683,Рязанская область,2016,12,-0.21
6684,Рязанская область,2017,1,1.74
6685,Рязанская область,2017,2,2.98
6686,Рязанская область,2017,3,5.14
6687,Рязанская область,2017,4,1.14
6688,Рязанская область,2017,5,-0.78
6689,Рязанская область,2017,6,-2.52
6690,Рязанская область,2017,7,-0.35
6691,Рязанская область,2017,8,2.09
6692,Рязанская область,2017,9,2.14
6693,Рязанская область,2017,10,-0.21
6694,Рязанская область,2017,11,0.6
6695,Рязанская область,2017,12,4.82
6696,Рязанская область,2018,1,3.09
6697,Рязанская область,2018,2,0.25
6698,Рязанская область,2018,3,-2.78
6699,Рязанская область,2018,4,2.87
6700,Рязанская область,2018,5,3.83
6701,Рязанская область,2018,6,1.05
6702,Рязанская область,2018,7,2.03
6703,Рязанская область,2018,8,4.46
6704,Рязанская область,2018,9,5.22
6705,Рязанская область,2018,10,3.67
6706,Рязанская область,2018,11,0.17
6707,Рязанская область,2018,12,-1.18
6708,Рязанская область,2019,1,0.92
6709,Рязанская область,2019,2,5.06
6710,Рязанская область,2019,3,2.84
6711,Рязанская область,2019,4,2.64
6712,Рязанская область,2019,5,3.32
6713,Рязанская область,2019,6,3.11
6714,Рязанская область,2019,7,-0.93
6715,Рязанская область,2019,8,0.14
6716,Рязанская область,2019,9,1.73
6717,Рязанская область,2019,10,4.37
6718,Рязанская область,2019,11,2.63
6719,Рязанская область,2019,12,4.48
6720,Самарская область,2010,1,-3.58
6721,Самарская область,2010,2,-1.15
6722,Самарская область,2010,3,0.23
6723,Самарская область,2010,4,1.91
6724,Самарская область,2010,5,3.54
6725,Самарская область,2010,6,5.58
6726,Самарская область,2010,7,7.38
6727,Самарская область,2010,8,7.4
6728,Самарская область,2010,9,3.27
6729,Самарская область,2010,10,0.52
6730,Самарская область,2010,11,5.39
6731,Самарская область,2010,12,2.66
6732,Самарская область,2011,1,0.11
6733,Самарская область,2011,2,-5.23
6734,Самарская область,2011,3,-1.38
6735,Самарская область,2011,4,-2.14
6736,Самарская область,2011,5,0.39
6737,Самарская область,2011,6,-1.7
6738,Самарская область,2011,7,4.13
6739,Самарская область,2011,8,1.21
6740,Самарская область,2011,9,-0.68
6741,Самарская область,2011,10,2.63
6742,Самарская область,2011,11,-1.8
6743,Самарская область,2011,12,0.35
6744,Самарская область,2012,1,1.61
6745,Самарская область,2012,2,-3.6
6746,Самарская область,2012,3,-1.22
6747,Самарская область,2012,4,7.34
6748,Самарская область,2012,5,3.14
6749,Самарская область,2012,6,2.57
6750,Самарская область,2012,7,2.2
6751,Самарская область,2012,8,3.36
6752,Самарская область,2012,9,1.13
6753,Самарская область,2012,10,4.81
6754,Самарская область,2012,11,3.06
6755,Самарская область,2012,12,-0.53
6756,Самарская область,2013,1,1.31
6757,Самарская область,2013,2,3.22
6758,Самарская область,2013,3,-0.12
6759,Самарская область,2013,4,1.71
6760,Самарская область,2013,5,2.61
6761,Самарская область,2013,6,3.18
6762,Самарская область,2013,7,1.32
6763,Самарская область,2013,8,2.04
6764,Самарская область,2013,9,-0.99
6765,Самарская область,2013,10,1.02
6766,Самарская область,2013,11,6.19
6767,Самарская область,2013,12,2.84
6768,Самарская область,2014,1,1.31
6769,Самарская область,2014,2,-1.4
6770,Самарская область,2014,3,3.49
6771,Самарская область,2014,4,-0.91
6772,Самарская область,2014,5,3.64
6773,Самарская область,2014,6,0.02
6774,Самарская область,2014,7,-0.27
6775,Самарская область,2014,8,2.94
6776,Самарская область,2014,9,1.25
6777,Самарская область,2014,10,-0.27
6778,Самарская область,2014,11,0.07
6779,Самарская область,2014,12,1.83
6780,Самарская область,2015,1,1.62
6781,Самарская область,2015,2,3.25
6782,Самарская область,2015,3,2.16
6783,Самарская область,2015,4,-0.8
6784,Самарская область,2015,5,2.0
6785,Самарская область,2015,6,5.14
6786,Самарская область,2015,7,-0.62
6787,Самарская область,2015,8,-0.7
6788,Самарская область,2015,9,5.96
6789,Самарская область,2015,10,-1.15
6790,Самарская область,2015,11,1.93
6791,Самарская область,2015,12,4.3
6792,Самарская область,2016,1,0.58
6793,Самарская область,2016,2,7.03
6794,Самарская область,2016,3,3.35
6795,Самарская область,2016,4,3.32
6796,Самарская область,2016,5,0.84
6797,Самарская область,2016,6,0.9
6798,Самарская область,2016,7,2.44
6799,Самарская область,2016,8,7.68
6800,Самарская область,2016,9,-1.89
6801,Самарская область,2016,10,-0.34
6802,Самарская область,2016,11,-0.72
6803,Самарская область,2016,12,-2.5
6804,Самарская область,2017,1,1.7
6805,Самарская область,2017,2,1.83
6806,Самарская область,2017,3,1.54
6807,Самарская область,2017,4,-0.82
6808,Самарская область,2017,5,-1.54
6809,Самарская область,2017,6,-2.58
6810,Самарская область,2017,7,-0.07
6811,Самарская область,2017,8,2.5
6812,Самарская область,2017,9,1.19
6813,Самарская область,2017,10,0.71
6814,Самарская область,2017,11,2.97
6815,Самарская область,2017,12,1.75
6816,Самарская область,2018,1,1.41
6817,Самарская область,2018,2,-0.14
6818,Самарская область,2018,3,-3.21
6819,Самарская область,2018,4,-1.61
6820,Самарская область,2018,5,1.79
6821,Самарская область,2018,6,-0.43
6822,Самарская область,2018,7,3.06
6823,Самарская область,2018,8,2.61
6824,Самарская область,2018,9,3.39
6825,Самарская область,2018,10,4.1
6826,Самарская область,2018,11,0.23
6827,Самарская область,2018,12,-0.48
6828,Самарская область,2019,1,1.18
6829,Самарская область,2019,2,2.23
6830,Самарская область,2019,3,2.89
6831,Самарская область,2019,4,1.48
6832,Самарская область,2019,5,2.41
6833,Самарская область,2019,6,2.14
6834,Самарская область,2019,7,-0.75
6835,Самарская область,2019,8,-1.28
6836,Самарская область,2019,9,-1.26
6837,Самарская область,2019,10,5.2
6838,Самарская область,2019,11,1.21
6839,Самарская область,2019,12,2.82
6840,Санкт-Петербург,2010,1,-4.67
6841,Санкт-Петербург,2010,2,-1.82
6842,Санкт-Петербург,2010,3,-0.32
6843,Санкт-Петербург,2010,4,3.06
6844,Санкт-Петербург,2010,5,2.14
6845,Санкт-Петербург,2010,6,-0.51
6846,Санкт-Петербург,2010,7,6.88
6847,Санкт-Петербург,2010,8,3.59
6848,Санкт-Петербург,2010,9,1.52
6849,Санкт-Петербург,2010,10,0.16
6850,Санкт-Петербург,2010,11,0.13
6851,Санкт-Петербург,2010,12,-4.46
6852,Санкт-Петербург,2011,1,1.72
6853,Санкт-Петербург,2011,2,-4.22
6854,Санкт-Петербург,2011,3,0.07
6855,Санкт-Петербург,2011,4,1.76
6856,Санкт-Петербург,2011,5,-0.08
6857,Санкт-Петербург,2011,6,2.33
6858,Санкт-Петербург,2011,7,4.83
6859,Санкт-Петербург,2011,8,1.03
6860,Санкт-Петербург,2011,9,2.15
6861,Санкт-Петербург,2011,10,2.03
6862,Санкт-Петербург,2011,11,3.67
6863,Санкт-Петербург,2011,12,5.32
6864,Санкт-Петербург,2012,1,1.68
6865,Санкт-Петербург,2012,2,-3.5
6866,Санкт-Петербург,2012,3,0.28
6867,Санкт-Петербург,2012,4,0.88
6868,Санкт-Петербург,2012,5,1.91
6869,Санкт-Петербург,2012,6,-0.86
6870,Санкт-Петербург,2012,7,1.51
6871,Санкт-Петербург,2012,8,-0.1
6872,Санкт-Петербург,2012,9,2.05
6873,Санкт-Петербург,2012,10,0.94
6874,Санкт-Петербург,2012,11,2.51
6875,Санкт-Петербург,2012,12,-3.8
6876,Санкт-Петербург,2013,1,0.81
6877,Санкт-Петербург,2013,2,3.05
6878,Санкт-Петербург,2013,3,-3.76
6879,Санкт-Петербург,2013,4,0.29
6880,Санкт-Петербург,2013,5,3.92
6881,Санкт-Петербург,2013,6,4.24
6882,Санкт-Петербург,2013,7,0.75
6883,Санкт-Петербург,2013,8,2.48
6884,Санкт-Петербург,2013,9,1.57
6885,Санкт-Петербург,2013,10,2.04
6886,Санкт-Петербург,2013,11,3.92
6887,Санкт-Петербург,2013,12,4.7
6888,Санкт-Петербург,2014,1,0.01
6889,Санкт-Петербург,2014,2,5.32
6890,Санкт-Петербург,2014,3,3.48
6891,Санкт-Петербург,2014,4,2.53
6892,Санкт-Петербург,2014,5,2.05
6893,Санкт-Петербург,2014,6,-0.42
6894,Санкт-Петербург,2014,7,3.89
6895,Санкт-Петербург,2014,8,2.63
6896,Санкт-Петербург,2014,9,3.43
6897,Санкт-Петербург,2014,10,-0.3
6898,Санкт-Петербург,2014,11,0.5
6899,Санкт-Петербург,2014,12,2.6
6900,Санкт-Петербург,2015,1,4.01
6901,Санкт-Петербург,2015,2,5.42
6902,Санкт-Петербург,2015,3,5.0
6903,Санкт-Петербург,2015,4,0.23
6904,Санкт-Петербург,2015,5,0.66
6905,Санкт-Петербург,2015,6,-0.41
6906,Санкт-Петербург,2015,7,-1.73
6907,Санкт-Петербург,2015,8,2.72
6908,Санкт-Петербург,2015,9,3.53
6909,Санкт-Петербург,2015,10,0.59
6910,Санкт-Петербург,2015,11,2.31
6911,Санкт-Петербург,2015,12,5.94
6912,Санкт-Петербург,2016,1,-3.34
6913,Санкт-Петербург,2016,2,5.72
6914,Санкт-Петербург,2016,3,2.86
6915,Санкт-Петербург,2016,4,2.75
6916,Санкт-Петербург,2016,5,3.78
6917,Санкт-Петербург,2016,6,0.39
6918,Санкт-Петербург,2016,7,0.27
6919,Санкт-Петербург,2016,8,0.94
6920,Санкт-Петербург,2016,9,1.7
6921,Санкт-Петербург,2016,10,-0.85
6922,Санкт-Петербург,2016,11,-2.37
6923,Санкт-Петербург,2016,12,2.72
6924,Санкт-Петербург,2017,1,3.04
6925,Санкт-Петербург,2017,2,2.67
6926,Санкт-Петербург,2017,3,2.36
6927,Санкт-Петербург,2017,4,-1.93
6928,Санкт-Петербург,2017,5,-2.27
6929,Санкт-Петербург,2017,6,-2.54
6930,Санкт-Петербург,2017,7,-1.53
6931,Санкт-Петербург,2017,8,0.83
6932,Санкт-Петербург,2017,9,1.62
6933,Санкт-Петербург,2017,10,-0.46
6934,Санкт-Петербург,2017,11,1.94
6935,Санкт-Петербург,2017,12,3.67
6936,Санкт-Петербург,2018,1,3.63
6937,Санкт-Петербург,2018,2,-1.41
6938,Санкт-Петербург,2018,3,-2.1
6939,Санкт-Петербург,2018,4,2.5
6940,Санкт-Петербург,2018,5,4.83
6941,Санкт-Петербург,2018,6,0.38
6942,Санкт-Петербург,2018,7,2.85
6943,Санкт-Петербург,2018,8,3.59
6944,Санкт-Петербург,2018,9,4.37
6945,Санкт-Петербург,2018,10,2.63
6946,Санкт-Петербург,2018,11,2.5
6947,Санкт-Петербург,2018,12,0.13
6948,Санкт-Петербург,2019,1,1.38
6949,Санкт-Петербург,2019,2,5.56
6950,Санкт-Петербург,2019,3,1.58
6951,Санкт-Петербург,2019,4,4.36
6952,Санкт-Петербург,2019,5,1.58
6953,Санкт-Петербург,2019,6,3.05
6954,Санкт-Петербург,2019,7,-1.17
6955,Санкт-Петербург,2019,8,1.28
6956,Санкт-Петербург,2019,9,1.69
6957,Санкт-Петербург,2019,10,0.66
6958,Санкт-Петербург,2019,11,1.91
6959,Санкт-Петербург,2019,12,5.28
6960,Саратовская область,2010,1,-4.07
6961,Саратовская область,2010,2,-1.24
6962,Саратовская область,2010,3,-0.06
6963,Саратовская область,2010,4,-0.1
6964,Саратовская область,2010,5,2.34
6965,Саратовская область,2010,6,5.47
6966,Саратовская область,2010,7,7.25
6967,Саратовская область,2010,8,7.44
6968,Саратовская область,2010,9,3.85
6969,Саратовская область,2010,10,-0.67
6970,Саратовская область,2010,11,6.16
6971,Саратовская область,2010,12,3.93
6972,Саратовская область,2011,1,0.74
6973,Саратовская область,2011,2,-4.52
6974,Саратовская область,2011,3,-1.65
6975,Саратовская область,2011,4,-2.32
6976,Саратовская область,2011,5,1.02
6977,Саратовская область,2011,6,-0.35
6978,Саратовская область,2011,7,5.14
6979,Саратовская область,2011,8,1.87
6980,Саратовская область,2011,9,-0.43
6981,Саратовская область,2011,10,1.27
6982,Саратовская область,2011,11,-2.1
6983,Саратовская область,2011,12,0.94
6984,Саратовская область,2012,1,0.02
6985,Саратовская область,2012,2,-5.54
6986,Саратовская область,2012,3,-1.83
6987,Саратовская область,2012,4,5.99
6988,Саратовская область,2012,5,3.69
6989,Саратовская область,2012,6,2.88
6990,Саратовская область,2012,7,2.36
6991,Саратовская область,2012,8,3.05
6992,Саратовская область,2012,9,1.22
6993,Саратовская область,2012,10,4.83
6994,Саратовская область,2012,11,2.65
6995,Саратовская область,2012,12,-0.5
6996,Саратовская область,2013,1,1.42
6997,Саратовская область,2013,2,2.69
6998,Саратовская область,2013,3,0.78
6999,Саратовская область,2013,4,2.16
7000,Саратовская область,2013,5,4.15
7001,Саратовская область,2013,6,1.4
7002,Саратовская область,2013,7,0.06
7003,Саратовская область,2013,8,1.75
7004,Саратовская область,2013,9,-2.52
7005,Саратовская область,2013,10,0.12
7006,Саратовская область,2013,11,4.95
7007,Саратовская область,2013,12,2.39
7008,Саратовская область,2014,1,-0.04
7009,Саратовская область,2014,2,-0.08
7010,Саратовская область,2014,3,3.69
7011,Саратовская область,2014,4,-0.66
7012,Саратовская область,2014,5,3.46
7013,Саратовская область,2014,6,-0.55
7014,Саратовская область,2014,7,1.01
7015,Саратовская область,2014,8,4.1
7016,Саратовская область,2014,9,1.31
7017,Саратовская область,2014,10,0.55
7018,Саратовская область,2014,11,-1.39
7019,Саратовская область,2014,12,1.66
7020,Саратовская область,2015,1,0.88
7021,Саратовская область,2015,2,3.37
7022,Саратовская область,2015,3,2.93
7023,Саратовская область,2015,4,0.19
7024,Саратовская область,2015,5,1.15
7025,Саратовская область,2015,6,4.74
7026,Саратовская область,2015,7,0.59
7027,Саратовская область,2015,8,0.9
7028,Саратовская область,2015,9,5.23
7029,Саратовская область,2015,10,-0.94
7030,Саратовская область,2015,11,2.37
7031,Саратовская область,2015,12,4.34
7032,Саратовская область,2016,1,0.41
7033,Саратовская область,2016,2,6.92
7034,Саратовская область,2016,3,5.32
7035,Саратовская область,2016,4,2.29
7036,Саратовская область,2016,5,-0.56
7037,Саратовская область,2016,6,0.54
7038,Саратовская область,2016,7,2.01
7039,Саратовская область,2016,8,6.35
7040,Саратовская область,2016,9,-2.18
7041,Саратовская область,2016,10,-0.23
7042,Саратовская область,2016,11,-0.9
7043,Саратовская область,2016,12,-2.19
7044,Саратовская область,2017,1,1.68
7045,Саратовская область,2017,2,1.95
7046,Саратовская область,2017,3,4.0
7047,Саратовская область,2017,4,0.44
7048,Саратовская область,2017,5,-1.81
7049,Саратовская область,2017,6,-2.04
7050,Саратовская область,2017,7,1.07
7051,Саратовская область,2017,8,4.02
7052,Саратовская область,2017,9,2.12
7053,Саратовская область,2017,10,0.68
7054,Саратовская область,2017,11,1.55
7055,Саратовская область,2017,12,1.8
7056,Саратовская область,2018,1,0.7
7057,Саратовская область,2018,2,-0.63
7058,Саратовская область,2018,3,-3.41
7059,Саратовская область,2018,4,-0.9
7060,Саратовская область,2018,5,3.33
7061,Саратовская область,2018,6,0.66
7062,Саратовская область,2018,7,2.74
7063,Саратовская область,2018,8,2.63
7064,Саратовская область,2018,9,4.06
7065,Саратовская область,2018,10,4.35
7066,Саратовская область,2018,11,-0.12
7067,Саратовская область,2018,12,-1.34
7068,Саратовская область,2019,1,0.9
7069,Саратовская область,2019,2,2.8
7070,Саратовская область,2019,3,2.48
7071,Саратовская область,2019,4,1.9
7072,Саратовская область,2019,5,2.78
7073,Саратовская область,2019,6,3.65
7074,Саратовская область,2019,7,-0.11
7075,Саратовская область,2019,8,-0.54
7076,Саратовская область,2019,9,-0.35
7077,Саратовская область,2019,10,5.38
7078,Саратовская область,2019,11,1.71
7079,Саратовская область,2019,12,2.94
7080,Сахалинская область,2010,1,3.28
7081,Сахалинская область,2010,2,0.8
7082,Сахалинская область,2010,3,-0.33
7083,Сахалинская область,2010,4,-1.33
7084,Сахалинская область,2010,5,-1.07
7085,Сахалинская область,2010,6,3.52
7086,Сахалинская область,2010,7,-0.39
7087,Сахалинская область,2010,8,2.38
7088,Сахалинская область,2010,9,1.8
7089,Сахалинская область,2010,10,0.64
7090,Сахалинская область,2010,11,2.31
7091,Сахалинская область,2010,12,2.43
7092,Сахалинская область,2011,1,2.49
7093,Сахалинская область,2011,2,3.56
7094,Сахалинская область,2011,3,1.21
7095,Сахалинская область,2011,4,-0.17
7096,Сахалинская область,2011,5,-1.84
7097,Сахалинская область,2011,6,-0.03
7098,Сахалинская область,2011,7,2.17
7099,Сахалинская область,2011,8,1.68
7100,Сахалинская область,2011,9,1.07
7101,Сахалинская область,2011,10,2.03
7102,Сахалинская область,2011,11,1.69
7103,Сахалинская область,2011,12,0.17
7104,Сахалинская область,2012,1,2.19
7105,Сахалинская область,2012,2,-2.38
7106,Сахалинская область,2012,3,-0.63
7107,Сахалинская область,2012,4,1.25
7108,Сахалинская область,2012,5,1.75
7109,Сахалинская область,2012,6,1.59
7110,Сахалинская область,2012,7,0.28
7111,Сахалинская область,2012,8,2.17
7112,Сахалинская область,2012,9,1.94
7113,Сахалинская область,2012,10,1.37
7114,Сахалинская область,2012,11,1.3
7115,Сахалинская область,2012,12,0.06
7116,Сахалинская область,2013,1,0.08
7117,Сахалинская область,2013,2,0.85
7118,Сахалинская область,2013,3,0.18
7119,Сахалинская область,2013,4,-0.12
7120,Сахалинская область,2013,5,-0.72
7121,Сахалинская область,2013,6,2.06
7122,Сахалинская область,2013,7,2.79
7123,Сахалинская область,2013,8,1.2
7124,Сахалинская область,2013,9,1.66
7125,Сахалинская область,2013,10,0.89
7126,Сахалинская область,2013,11,2.73
7127,Сахалинская область,2013,12,3.39
7128,Сахалинская область,2014,1,-0.01
7129,Сахалинская область,2014,2,1.94
7130,Сахалинская область,2014,3,1.67
7131,Сахалинская область,2014,4,0.82
7132,Сахалинская область,2014,5,0.81
7133,Сахалинская область,2014,6,1.8
7134,Сахалинская область,2014,7,0.79
7135,Сахалинская область,2014,8,1.42
7136,Сахалинская область,2014,9,1.15
7137,Сахалинская область,2014,10,0.41
7138,Сахалинская область,2014,11,2.25
7139,Сахалинская область,2014,12,1.36
7140,Сахалинская область,2015,1,3.78
7141,Сахалинская область,2015,2,5.13
7142,Сахалинская область,2015,3,4.19
7143,Сахалинская область,2015,4,0.54
7144,Сахалинская область,2015,5,0.34
7145,Сахалинская область,2015,6,-0.76
7146,Сахалинская область,2015,7,0.42
7147,Сахалинская область,2015,8,0.04
7148,Сахалинская область,2015,9,1.0
7149,Сахалинская область,2015,10,-0.39
7150,Сахалинская область,2015,11,0.86
7151,Сахалинская область,2015,12,2.46
7152,Сахалинская область,2016,1,0.79
7153,Сахалинская область,2016,2,-0.53
7154,Сахалинская область,2016,3,1.66
7155,Сахалинская область,2016,4,0.14
7156,Сахалинская область,2016,5,3.14
7157,Сахалинская область,2016,6,-0.17
7158,Сахалинская область,2016,7,0.8
7159,Сахалинская область,2016,8,1.63
7160,Сахалинская область,2016,9,0.28
7161,Сахалинская область,2016,10,-2.02
7162,Сахалинская область,2016,11,-3.16
7163,Сахалинская область,2016,12,-1.11
7164,Сахалинская область,2017,1,3.01
7165,Сахалинская область,2017,2,3.2
7166,Сахалинская область,2017,3,2.02
7167,Сахалинская область,2017,4,-0.04
7168,Сахалинская область,2017,5,2.22
7169,Сахалинская область,2017,6,-0.31
7170,Сахалинская область,2017,7,1.84
7171,Сахалинская область,2017,8,-0.21
7172,Сахалинская область,2017,9,1.27
7173,Сахалинская область,2017,10,-0.48
7174,Сахалинская область,2017,11,-0.83
7175,Сахалинская область,2017,12,-0.53
7176,Сахалинская область,2018,1,1.38
7177,Сахалинская область,2018,2,-0.09
7178,Сахалинская область,2018,3,1.35
7179,Сахалинская область,2018,4,1.34
7180,Сахалинская область,2018,5,1.67
7181,Сахалинская область,2018,6,-0.74
7182,Сахалинская область,2018,7,-0.42
7183,Сахалинская область,2018,8,-0.85
7184,Сахалинская область,2018,9,0.85
7185,Сахалинская область,2018,10,2.75
7186,Сахалинская область,2018,11,2.49
7187,Сахалинская область,2018,12,1.14
7188,Сахалинская область,2019,1,2.94
7189,Сахалинская область,2019,2,0.69
7190,Сахалинская область,2019,3,1.45
7191,Сахалинская область,2019,4,1.69
7192,Сахалинская область,2019,5,3.3
7193,Сахалинская область,2019,6,-1.04
7194,Сахалинская область,2019,7,-0.11
7195,Сахалинская область,2019,8,-1.46
7196,Сахалинская область,2019,9,1.66
7197,Сахалинская область,2019,10,2.4
7198,Сахалинская область,2019,11,0.74
7199,Сахалинская область,2019,12,-0.37
7200,Свердловская область,2010,1,-5.83
7201,Свердловская область,2010,2,-3.98
7202,Свердловская область,2010,3,-0.05
7203,Свердловская область,2010,4,3.27
7204,Свердловская область,2010,5,4.2
7205,Свердловская область,2010,6,1.52
7206,Свердловская область,2010,7,2.51
7207,Свердловская область,2010,8,4.22
7208,Свердловская область,2010,9,1.41
7209,Свердловская область,2010,10,3.02
7210,Свердловская область,2010,11,2.37
7211,Свердловская область,2010,12,-3.65
7212,Свердловская область,2011,1,-0.26
7213,Свердловская область,2011,2,-3.33
7214,Свердловская область,2011,3,-0.82
7215,Свердловская область,2011,4,0.91
7216,Свердловская область,2011,5,2.54
7217,Свердловская область,2011,6,-0.1
7218,Свердловская область,2011,7,0.67
7219,Свердловская область,2011,8,-0.07
7220,Свердловская область,2011,9,1.69
7221,Свердловская область,2011,10,3.78
7222,Свердловская область,2011,11,-1.56
7223,Свердловская область,2011,12,1.92
7224,Свердловская область,2012,1,1.88
7225,Свердловская область,2012,2,0.53
7226,Свердловская область,2012,3,-1.14
7227,Свердловская область,2012,4,4.94
7228,Свердловская область,2012,5,3.34
7229,Свердловская область,2012,6,3.24
7230,Свердловская область,2012,7,3.34
7231,Свердловская область,2012,8,2.86
7232,Свердловская область,2012,9,1.31
7233,Свердловская область,2012,10,4.35
7234,Свердловская область,2012,11,1.48
7235,Свердловская область,2012,12,-5.0
7236,Свердловская область,2013,1,-0.35
7237,Свердловская область,2013,2,4.84
7238,Свердловская область,2013,3,-4.54
7239,Свердловская область,2013,4,0.53
7240,Свердловская область,2013,5,0.9
7241,Свердловская область,2013,6,2.17
7242,Свердловская область,2013,7,1.42
7243,Свердловская область,2013,8,2.02
7244,Свердловская область,2013,9,0.7
7245,Свердловская область,2013,10,0.1
7246,Свердловская область,2013,11,6.78
7247,Свердловская область,2013,12,2.03
7248,Свердловская область,2014,1,0.67
7249,Свердловская область,2014,2,-2.81
7250,Свердловская область,2014,3,2.33
7251,Свердловская область,2014,4,-1.22
7252,Свердловская область,2014,5,4.09
